"","Source","Target","Type","Id","Weight","place"
"29237","状况","《中央周刊》","Directed",51544,1,"南京"
"29238","状况","《群众》","Directed",51545,4,"香港"
"29239","状态","《中央周刊》","Directed",51547,1,"南京"
"29240","犹太人","《时与文》","Directed",51548,1,"上海"
"29241","狂吠","《中央周刊》","Directed",51549,1,"南京"
"29242","狂妄","《中建:北平版》","Directed",51550,1,"上海"
"29243","狂妄","《观察》","Directed",51551,1,"上海"
"29244","狂想曲","《时代杂志》","Directed",51552,1,"上海"
"29245","狂澜","《观察》","Directed",51554,1,"上海"
"29246","狄托","《中央周刊》","Directed",51555,2,"南京"
"29247","狗争","《群众》","Directed",51557,1,"香港"
"29248","狗官","《正报》","Directed",51558,1,"香港"
"29249","独占","《新路周刊》","Directed",51559,1,"北平"
"29250","独立","《主流》","Directed",51564,1,"南京"
"29251","独立","《光明报》","Directed",51565,1,"香港"
"29252","独立","《观察》","Directed",51572,1,"上海"
"29253","独立国","《观察》","Directed",51573,1,"上海"
"29254","独立战争","《展望》","Directed",51574,1,"南京"
"29255","独立战争","《时代杂志》","Directed",51575,1,"上海"
"29256","独立自主","《时代杂志》","Directed",51576,1,"上海"
"29257","独脚戏","《群众》","Directed",51578,1,"香港"
"29258","独裁","《新路周刊》","Directed",51579,1,"北平"
"29259","狭路相逢","《观察》","Directed",51581,1,"上海"
"29260","狱囚","《观察》","Directed",51583,1,"上海"
"29261","狼来了","《正报》","Directed",51584,1,"香港"
"29262","猖狂","《正报》","Directed",51585,1,"香港"
"29263","猖獗","《展望》","Directed",51586,1,"南京"
"29264","猪仔","《群众》","Directed",51587,1,"香港"
"29265","猫腻","《中建》","Directed",51588,1,"上海"
"29266","献给","《中建:北平版》","Directed",51589,1,"上海"
"29267","献给","《中建:华北航空版》","Directed",51590,1,"上海"
"29268","献给","《展望》","Directed",51591,1,"南京"
"29269","献词","《正报》","Directed",51593,1,"香港"
"29270","献身","《中建》","Directed",51594,1,"上海"
"29271","献辞","《中建:北平版》","Directed",51595,1,"上海"
"29272","献辞","《群众》","Directed",51596,1,"香港"
"29273","献金","《正报》","Directed",51598,1,"香港"
"29274","獠牙","《中央周刊》","Directed",51599,1,"南京"
"29275","率师","《群众》","Directed",51600,1,"香港"
"29276","玉山","《群众》","Directed",51601,1,"香港"
"29277","玉皇山","《中央周刊》","Directed",51602,1,"南京"
"29278","王东原","《时与文》","Directed",51603,1,"上海"
"29279","王云五","《再生》","Directed",51604,1,"上海"
"29280","王凤岗","《正报》","Directed",51605,1,"香港"
"29281","王叔文","《再生》","Directed",51606,1,"上海"
"29282","王孝和","《群众》","Directed",51607,1,"香港"
"29283","王庭","《中央周刊》","Directed",51608,1,"南京"
"29284","王怀勳","《光明报》","Directed",51609,1,"香港"
"29285","王揖唐","《再生》","Directed",51610,1,"上海"
"29286","王牌","《展望》","Directed",51611,2,"南京"
"29287","王牌","《群众》","Directed",51613,1,"香港"
"29288","王立明","《中央周刊》","Directed",51614,1,"南京"
"29289","王芸生","《中央周刊》","Directed",51616,1,"南京"
"29290","王芸生","《观察》","Directed",51617,1,"上海"
"29291","王阳明","《中央周刊》","Directed",51618,1,"南京"
"29292","王陵基","《展望》","Directed",51619,1,"南京"
"29293","玛瑙","《观察》","Directed",51620,1,"上海"
"29294","玩弄","《展望》","Directed",51621,1,"南京"
"29295","环境","《观察》","Directed",51622,1,"上海"
"29296","现代","《中建:北平版》","Directed",51624,1,"上海"
"29297","现代","《中建:华北航空版》","Directed",51625,1,"上海"
"29298","现代","《新路周刊》","Directed",51628,1,"北平"
"29299","现代","《时代杂志》","Directed",51630,3,"上海"
"29300","现代文明","《主流》","Directed",51633,1,"南京"
"29301","现势","《群众》","Directed",51634,1,"香港"
"29302","现势","《观察》","Directed",51635,1,"上海"
"29303","现在","《中建:北平版》","Directed",51637,1,"上海"
"29304","现在","《中建:华北航空版》","Directed",51638,1,"上海"
"29305","现在","《新路周刊》","Directed",51639,1,"北平"
"29306","现在","《群众》","Directed",51640,2,"香港"
"29307","现实","《再生》","Directed",51641,1,"上海"
"29308","现实","《展望》","Directed",51642,2,"南京"
"29309","现实","《群众》","Directed",51643,1,"香港"
"29310","现实主义","《中建:北平版》","Directed",51644,1,"上海"
"29311","现实主义","《中建:华北航空版》","Directed",51645,1,"上海"
"29312","现局","《时与文》","Directed",51646,1,"上海"
"29313","现已","《中央周刊》","Directed",51647,1,"南京"
"29314","现已","《观察》","Directed",51648,1,"上海"
"29315","现形记","《时与文》","Directed",51649,1,"上海"
"29316","现政府","《新路周刊》","Directed",51650,1,"北平"
"29317","现状","《中央周刊》","Directed",51651,1,"南京"
"29318","现状","《展望》","Directed",51654,1,"南京"
"29319","现行","《新路周刊》","Directed",51656,1,"北平"
"29320","现象","《正报》","Directed",51658,1,"香港"
"29321","现阶段","《主流》","Directed",51660,1,"南京"
"29322","现阶段","《再生》","Directed",51661,1,"上海"
"29323","现阶段","《时代杂志》","Directed",51662,1,"上海"
"29324","玻里","《再生》","Directed",51663,1,"上海"
"29325","珍惜","《展望》","Directed",51664,1,"南京"
"29326","珠江","《新路周刊》","Directed",51665,1,"北平"
"29327","理事会","《新路周刊》","Directed",51666,1,"北平"
"29328","理学","《再生》","Directed",51669,1,"上海"
"29329","理工","《展望》","Directed",51670,1,"南京"
"29330","理应","《中央周刊》","Directed",51671,1,"南京"
"29331","理性","《中建》","Directed",51672,1,"上海"
"29332","理性","《再生》","Directed",51673,1,"上海"
"29333","理想","《新路周刊》","Directed",51675,2,"北平"
"29334","理由","《时与文》","Directed",51677,1,"上海"
"29335","理论","《中央周刊》","Directed",51678,1,"南京"
"29336","理论","《时代杂志》","Directed",51679,2,"上海"
"29337","理论","《群众》","Directed",51681,1,"香港"
"29338","理论家","《时代杂志》","Directed",51682,1,"上海"
"29339","琉球","《新路周刊》","Directed",51683,1,"北平"
"29340","琐谈","《展望》","Directed",51684,1,"南京"
"29341","琼崖","《光明报》","Directed",51685,1,"香港"
"29342","琼州","《展望》","Directed",51688,1,"南京"
"29343","瑞士","《光明报》","Directed",51689,1,"香港"
"29344","瑞士","《观察》","Directed",51690,1,"上海"
"29345","瑞士人","《新路周刊》","Directed",51691,1,"北平"
"29346","瓜分","《再生》","Directed",51692,1,"上海"
"29347","瓦尔","《正报》","Directed",51693,1,"香港"
"29348","瓦尔瓦","《正报》","Directed",51694,1,"香港"
"29349","瓦解","《展望》","Directed",51695,1,"南京"
"29350","瓦解","《正报》","Directed",51696,1,"香港"
"29351","甘地","《主流》","Directed",51697,1,"南京"
"29352","甘地","《时代杂志》","Directed",51699,2,"上海"
"29353","生于","《时代杂志》","Directed",51704,1,"上海"
"29354","生产","《主流》","Directed",51707,1,"南京"
"29355","生产","《光明报》","Directed",51708,1,"香港"
"29356","生产","《新路周刊》","Directed",51709,3,"北平"
"29357","生产","《时与文》","Directed",51712,1,"上海"
"29358","生产","《正报》","Directed",51713,1,"香港"
"29359","生产者","《观察》","Directed",51718,1,"上海"
"29360","生产能力","《新路周刊》","Directed",51719,1,"北平"
"29361","生力军","《时代杂志》","Directed",51720,1,"上海"
"29362","生命","《中央周刊》","Directed",51721,1,"南京"
"29363","生命","《正报》","Directed",51722,1,"香港"
"29364","生存","《展望》","Directed",51723,1,"南京"
"29365","生意经","《观察》","Directed",51724,1,"上海"
"29366","生括","《群众》","Directed",51725,1,"香港"
"29367","生日","《再生》","Directed",51726,1,"上海"
"29368","生死","《观察》","Directed",51727,1,"上海"
"29369","生死存亡","《中央周刊》","Directed",51728,1,"南京"
"29370","生气","《群众》","Directed",51729,1,"香港"
"29371","生活","《中建:北平版》","Directed",51733,2,"上海"
"29372","生活","《中建:华北航空版》","Directed",51735,1,"上海"
"29373","生活","《展望》","Directed",51740,2,"南京"
"29374","生活","《新路周刊》","Directed",51742,2,"北平"
"29375","生活态度","《展望》","Directed",51766,1,"南京"
"29376","生活水准","《时代杂志》","Directed",51767,1,"上海"
"29377","生物科学","《中建》","Directed",51768,1,"上海"
"29378","生育","《新路周刊》","Directed",51769,1,"北平"
"29379","生路","《中建》","Directed",51771,1,"上海"
"29380","用人","《观察》","Directed",51773,1,"上海"
"29381","用到","《观察》","Directed",51774,1,"上海"
"29382","用纸","《正报》","Directed",51775,1,"香港"
"29383","田鸡","《中建》","Directed",51776,1,"上海"
"29384","由下","《时与文》","Directed",51777,1,"上海"
"29385","由口","《新路周刊》","Directed",51778,1,"北平"
"29386","由史","《时与文》","Directed",51779,1,"上海"
"29387","由扬","《时与文》","Directed",51780,1,"上海"
"29388","由衷之言","《时与文》","Directed",51781,1,"上海"
"29389","甲申","《再生》","Directed",51782,1,"上海"
"29390","申九","《国讯》","Directed",51783,1,"上海"
"29391","申冤","《正报》","Directed",51784,1,"香港"
"29392","申新","《国讯》","Directed",51785,1,"上海"
"29393","申新","《正报》","Directed",51786,1,"香港"
"29394","申新","《群众》","Directed",51787,1,"香港"
"29395","申论","《国讯》","Directed",51788,1,"上海"
"29396","申论","《新路周刊》","Directed",51789,1,"北平"
"29397","申霁的巴","《群众》","Directed",51790,1,"香港"
"29398","电令","《展望》","Directed",51791,1,"南京"
"29399","电力","《展望》","Directed",51792,1,"南京"
"29400","电加工","《国讯》","Directed",51793,1,"上海"
"29401","电厂","《群众》","Directed",51794,1,"香港"
"29402","电影","《展望》","Directed",51795,2,"南京"
"29403","电影","《时代杂志》","Directed",51797,3,"上海"
"29404","电影","《正报》","Directed",51799,3,"香港"
"29405","电影","《群众》","Directed",51802,1,"香港"
"29406","电影业","《观察》","Directed",51803,1,"上海"
"29407","电映","《正报》","Directed",51804,1,"香港"
"29408","电覆","《群众》","Directed",51805,3,"香港"
"29409","电讯","《展望》","Directed",51807,1,"南京"
"29410","电贺","《群众》","Directed",51808,1,"香港"
"29411","画刊","《中央周刊》","Directed",51809,1,"南京"
"29412","画家","《中建:北平版》","Directed",51810,1,"上海"
"29413","画家","《中建:华北航空版》","Directed",51811,1,"上海"
"29414","画皮","《中央周刊》","Directed",51814,1,"南京"
"29415","画皮","《光明报》","Directed",51815,1,"香港"
"29416","画面","《群众》","Directed",51816,1,"香港"
"29417","留在","《正报》","Directed",51817,1,"香港"
"29418","留恋","《中央周刊》","Directed",51819,1,"南京"
"29419","留校","《时与文》","Directed",51820,1,"上海"
"29420","留港","《国讯》","Directed",51821,1,"上海"
"29421","留给","《正报》","Directed",51822,1,"香港"
"29422","留美","《中央周刊》","Directed",51823,1,"南京"
"29423","留美学生","《观察》","Directed",51824,1,"上海"
"29424","略谈","《正报》","Directed",51825,1,"香港"
"29425","略谈","《观察》","Directed",51826,1,"上海"
"29426","畸重畸轻","《时与文》","Directed",51827,1,"上海"
"29427","疆场","《展望》","Directed",51828,1,"南京"
"29428","疏通","《中建》","Directed",51829,1,"上海"
"29429","疏通","《时与文》","Directed",51830,1,"上海"
"29430","疑案","《再生》","Directed",51831,1,"上海"
"29431","疑虑","《中央周刊》","Directed",51832,1,"南京"
"29432","疯狂","《时代杂志》","Directed",51833,1,"上海"
"29433","疯狂","《群众》","Directed",51834,1,"香港"
"29434","疯狗","《群众》","Directed",51835,1,"香港"
"29435","疲劳","《观察》","Directed",51836,1,"上海"
"29436","疲於奔命","《群众》","Directed",51837,1,"香港"
"29437","疾病","《主流》","Directed",51838,1,"南京"
"29438","病人","《再生》","Directed",51840,1,"上海"
"29439","病态","《中央周刊》","Directed",51841,2,"南京"
"29440","病态","《时与文》","Directed",51843,1,"上海"
"29441","病根","《正报》","Directed",51844,1,"香港"
"29442","病死","《正报》","Directed",51845,1,"香港"
"29443","病源","《主流》","Directed",51846,1,"南京"
"29444","病者","《群众》","Directed",51847,1,"香港"
"29445","病逝","《观察》","Directed",51848,1,"上海"
"29446","痛心","《中央周刊》","Directed",51850,1,"南京"
"29447","痛心","《再生》","Directed",51851,1,"上海"
"29448","痛快","《中建》","Directed",51852,1,"上海"
"29449","痛斥","《群众》","Directed",51853,1,"香港"
"29450","痛言","《展望》","Directed",51854,1,"南京"
"29451","痛陈","《中央周刊》","Directed",51855,1,"南京"
"29452","痴人说梦","《时与文》","Directed",51856,1,"上海"
"29453","瘫痪","《观察》","Directed",51857,1,"上海"
"29454","癡人","《中央周刊》","Directed",51858,1,"南京"
"29455","登台","《光明报》","Directed",51859,1,"香港"
"29456","登峯","《观察》","Directed",51860,1,"上海"
"29457","登记","《中建》","Directed",51861,1,"上海"
"29458","登陆艇","《中央周刊》","Directed",51862,1,"南京"
"29459","白崇禧","《时与文》","Directed",51864,1,"上海"
"29460","白帽","《时与文》","Directed",51865,1,"上海"
"29461","白报纸","《中央周刊》","Directed",51866,1,"南京"
"29462","白报纸","《国讯》","Directed",51867,1,"上海"
"29463","白报纸","《时与文》","Directed",51868,1,"上海"
"29464","白毛女","《正报》","Directed",51870,4,"香港"
"29465","白米","《时与文》","Directed",51874,1,"上海"
"29466","白色恐怖","《展望》","Directed",51875,2,"南京"
"29467","百丑图","《光明报》","Directed",51877,1,"香港"
"29468","百余年","《主流》","Directed",51878,2,"南京"
"29469","百姓","《中央周刊》","Directed",51879,1,"南京"
"29470","百姓","《观察》","Directed",51880,1,"上海"
"29471","百孔千疮","《观察》","Directed",51881,1,"上海"
"29472","百年","《群众》","Directed",51882,1,"香港"
"29473","百年纪念","《时代杂志》","Directed",51883,1,"上海"
"29474","百年诞辰","《时代杂志》","Directed",51884,1,"上海"
"29475","百货公司","《时代杂志》","Directed",51885,1,"上海"
"29476","百週年","《群众》","Directed",51886,1,"香港"
"29477","百醜图","《群众》","Directed",51887,2,"香港"
"29478","的了","《新路周刊》","Directed",51889,1,"北平"
"29479","的侵","《群众》","Directed",51890,1,"香港"
"29480","的变","《时与文》","Directed",51892,1,"上海"
"29481","的火","《中央周刊》","Directed",51893,1,"南京"
"29482","的犯","《展望》","Directed",51894,1,"南京"
"29483","的管","《中央周刊》","Directed",51895,1,"南京"
"29484","的话","《中建》","Directed",51896,1,"上海"
"29485","的话","《时与文》","Directed",51897,2,"上海"
"29486","的话","《时代杂志》","Directed",51899,1,"上海"
"29487","的话","《正报》","Directed",51900,1,"香港"
"29488","的路","《中央周刊》","Directed",51901,1,"南京"
"29489","皆然","《中央周刊》","Directed",51902,1,"南京"
"29490","皇家","《中央周刊》","Directed",51903,1,"南京"
"29491","皇权","《新路周刊》","Directed",51904,1,"北平"
"29492","皇权","《观察》","Directed",51905,1,"上海"
"29493","皈依","《新路周刊》","Directed",51906,1,"北平"
"29494","皖北","《展望》","Directed",51907,1,"南京"
"29495","皖南","《展望》","Directed",51908,1,"南京"
"29496","皖南","《时与文》","Directed",51909,1,"上海"
"29497","皖境","《时与文》","Directed",51910,1,"上海"
"29498","皖政","《展望》","Directed",51911,1,"南京"
"29499","皖豫","《展望》","Directed",51912,1,"南京"
"29500","盐商","《中央周刊》","Directed",51913,1,"南京"
"29501","盐场","《中建》","Directed",51914,2,"上海"
"29502","盐民","《中建》","Directed",51916,1,"上海"
"29503","监军","《再生》","Directed",51917,1,"上海"
"29504","监委","《中央周刊》","Directed",51918,1,"南京"
"29505","监委","《再生》","Directed",51919,1,"上海"
"29506","监委","《观察》","Directed",51920,1,"上海"
"29507","监察委员","《新路周刊》","Directed",51921,1,"北平"
"29508","监牢","《群众》","Directed",51922,1,"香港"
"29509","监狱","《时与文》","Directed",51923,1,"上海"
"29510","监狱","《观察》","Directed",51924,2,"上海"
"29511","监督","《新路周刊》","Directed",51925,1,"北平"
"29512","监视","《时与文》","Directed",51926,1,"上海"
"29513","盖棺","《中央周刊》","Directed",51928,1,"南京"
"29514","盖棺","《展望》","Directed",51929,1,"南京"
"29515","盗卖","《群众》","Directed",51930,1,"香港"
"29516","盘剥","《时与文》","Directed",51931,1,"上海"
"29517","盘据","《时与文》","Directed",51932,1,"上海"
"29518","盛会","《中建:北平版》","Directed",51933,1,"上海"
"29519","盛会","《展望》","Directed",51934,1,"南京"
"29520","盛意","《观察》","Directed",51935,2,"上海"
"29521","盛极必衰","《中央周刊》","Directed",51937,1,"南京"
"29522","盛谣","《时与文》","Directed",51938,1,"上海"
"29523","盟员","《光明报》","Directed",51939,1,"香港"
"29524","目击","《时与文》","Directed",51940,1,"上海"
"29525","目击记","《中建》","Directed",51941,1,"上海"
"29526","目前","《中建:北平版》","Directed",51944,1,"上海"
"29527","目前","《中建:华北航空版》","Directed",51945,1,"上海"
"29528","目可","《中央周刊》","Directed",51954,1,"南京"
"29529","目标","《再生》","Directed",51955,1,"上海"
"29530","目标","《展望》","Directed",51957,1,"南京"
"29531","目标","《新路周刊》","Directed",51958,1,"北平"
"29532","目的","《再生》","Directed",51960,1,"上海"
"29533","目睹","《国讯》","Directed",51961,1,"上海"
"29534","盲肠","《时与文》","Directed",51962,1,"上海"
"29535","直到现在","《中建:北平版》","Directed",51963,1,"上海"
"29536","直到现在","《中建:华北航空版》","Directed",51964,1,"上海"
"29537","直抵","《时与文》","Directed",51965,1,"上海"
"29538","直接","《观察》","Directed",51966,1,"上海"
"29539","直系","《时与文》","Directed",51967,1,"上海"
"29540","直薄","《展望》","Directed",51968,1,"南京"
"29541","相互瞭解","《观察》","Directed",51969,1,"上海"
"29542","相信","《中建:北平版》","Directed",51970,1,"上海"
"29543","相处","《展望》","Directed",51971,1,"南京"
"29544","相处","《观察》","Directed",51972,1,"上海"
"29545","相容性","《新路周刊》","Directed",51973,1,"北平"
"29546","相左","《再生》","Directed",51974,1,"上海"
"29547","相率","《国讯》","Directed",51975,1,"上海"
"29548","省市","《再生》","Directed",51977,1,"上海"
"29549","省训团","《再生》","Directed",51978,1,"上海"
"29550","眉睫","《时与文》","Directed",51979,1,"上海"
"29551","看上","《群众》","Directed",51980,1,"香港"
"29552","看不到","《群众》","Directed",51981,1,"香港"
"29553","看中","《国讯》","Directed",51982,1,"上海"
"29554","看中","《展望》","Directed",51983,1,"南京"
"29555","看中","《群众》","Directed",51984,1,"香港"
"29556","看了","《正报》","Directed",51985,1,"香港"
"29557","看了","《群众》","Directed",51986,1,"香港"
"29558","看人兽","《群众》","Directed",51987,1,"香港"
"29559","看冬","《时代杂志》","Directed",51988,1,"上海"
"29560","看出","《群众》","Directed",51989,1,"香港"
"29561","看到","《国讯》","Directed",51990,1,"上海"
"29562","看和谣","《国讯》","Directed",51991,1,"上海"
"29563","看和谣","《展望》","Directed",51992,1,"南京"
"29564","看守所","《观察》","Directed",51993,1,"上海"
"29565","看官","《主流》","Directed",51994,1,"南京"
"29566","看川","《展望》","Directed",51995,1,"南京"
"29567","看川局","《国讯》","Directed",51996,1,"上海"
"29568","看川局","《展望》","Directed",51997,1,"南京"
"29569","看川防","《展望》","Directed",51998,1,"南京"
"29570","看得","《时代杂志》","Directed",51999,1,"上海"
"29571","看战","《群众》","Directed",52000,1,"香港"
"29572","看日帝","《时代杂志》","Directed",52001,1,"上海"
"29573","看样子","《群众》","Directed",52002,1,"香港"
"29574","看法","《中建:北平版》","Directed",52009,1,"上海"
"29575","看法","《中建:华北航空版》","Directed",52010,1,"上海"
"29576","看法","《主流》","Directed",52011,1,"南京"
"29577","看法","《展望》","Directed",52013,3,"南京"
"29578","看秋战","《群众》","Directed",52018,1,"香港"
"29579","看美","《正报》","Directed",52019,1,"香港"
"29580","看美帝","《正报》","Directed",52020,1,"香港"
"29581","看见","《新路周刊》","Directed",52021,1,"北平"
"29582","看见","《正报》","Directed",52022,1,"香港"
"29583","看过","《群众》","Directed",52023,1,"香港"
"29584","看齐","《展望》","Directed",52024,2,"南京"
"29585","看齐","《新路周刊》","Directed",52025,1,"北平"
"29586","真假","《群众》","Directed",52026,1,"香港"
"29587","真实","《国讯》","Directed",52027,1,"上海"
"29588","真实","《正报》","Directed",52028,1,"香港"
"29589","真心","《正报》","Directed",52029,1,"香港"
"29590","真恨","《中建》","Directed",52030,1,"上海"
"29591","真正","《光明报》","Directed",52031,1,"香港"
"29592","真正","《时与文》","Directed",52033,1,"上海"
"29593","真理","《正报》","Directed",52035,1,"香港"
"29594","真的","《展望》","Directed",52038,3,"南京"
"29595","真相","《展望》","Directed",52042,1,"南京"
"29596","真相","《群众》","Directed",52045,1,"香港"
"29597","真空","《群众》","Directed",52046,1,"香港"
"29598","真诚","《正报》","Directed",52047,1,"香港"
"29599","眼中","《展望》","Directed",52051,1,"南京"
"29600","眼中","《群众》","Directed",52054,1,"香港"
"29601","眼前","《正报》","Directed",52056,1,"香港"
"29602","眼前","《群众》","Directed",52057,1,"香港"
"29603","眼看","《光明报》","Directed",52058,1,"香港"
"29604","眼看","《展望》","Directed",52059,3,"南京"
"29605","眼看","《观察》","Directed",52062,1,"上海"
"29606","眼睛","《群众》","Directed",52063,1,"香港"
"29607","眼里","《时与文》","Directed",52064,1,"上海"
"29608","眼镜","《观察》","Directed",52065,1,"上海"
"29609","着什","《观察》","Directed",52066,1,"上海"
"29610","督察","《再生》","Directed",52067,1,"上海"
"29611","瞭解","《新路周刊》","Directed",52068,1,"北平"
"29612","瞭解","《观察》","Directed",52069,1,"上海"
"29613","瞻望","《主流》","Directed",52070,1,"南京"
"29614","矛攻","《时与文》","Directed",52071,1,"上海"
"29615","矛盾","《展望》","Directed",52074,3,"南京"
"29616","矛盾","《群众》","Directed",52078,1,"香港"
"29617","知兵","《再生》","Directed",52079,1,"上海"
"29618","知己知彼","《正报》","Directed",52080,1,"香港"
"29619","知识份子","《中建:北平版》","Directed",52084,3,"上海"
"29620","知识份子","《中建:华北航空版》","Directed",52087,1,"上海"
"29621","知识份子","《中建》","Directed",52088,2,"上海"
"29622","知识份子","《时与文》","Directed",52095,1,"上海"
"29623","知识分子","《中央周刊》","Directed",52099,1,"南京"
"29624","知识分子","《中建:北平版》","Directed",52100,1,"上海"
"29625","知识分子","《中建:华北航空版》","Directed",52101,1,"上海"
"29626","知识分子","《展望》","Directed",52102,1,"南京"
"29627","知识分子","《时与文》","Directed",52103,2,"上海"
"29628","知识分子","《群众》","Directed",52105,2,"香港"
"29629","知识分子","《观察》","Directed",52107,1,"上海"
"29630","知道","《展望》","Directed",52108,1,"南京"
"29631","短兵相接","《群众》","Directed",52109,1,"香港"
"29632","短波","《国讯》","Directed",52110,1,"上海"
"29633","短篇","《中央周刊》","Directed",52111,1,"南京"
"29634","石在","《光明报》","Directed",52112,1,"香港"
"29635","石头","《群众》","Directed",52113,1,"香港"
"29636","石头城","《光明报》","Directed",52114,1,"香港"
"29637","石室","《再生》","Directed",52115,1,"上海"
"29638","石家","《正报》","Directed",52116,1,"香港"
"29639","石家庄","《光明报》","Directed",52117,1,"香港"
"29640","石工","《时代杂志》","Directed",52120,1,"上海"
"29641","石敬塘","《时与文》","Directed",52121,1,"上海"
"29642","石榴花","《展望》","Directed",52122,1,"南京"
"29643","石油","《展望》","Directed",52123,1,"南京"
"29644","石达开","《中央周刊》","Directed",52124,1,"南京"
"29645","码头工人","《国讯》","Directed",52125,1,"上海"
"29646","研究","《再生》","Directed",52131,1,"上海"
"29647","研究","《展望》","Directed",52134,2,"南京"
"29648","研究","《新路周刊》","Directed",52136,2,"北平"
"29649","研究会","《国讯》","Directed",52141,1,"上海"
"29650","研究会","《时与文》","Directed",52142,1,"上海"
"29651","研究会","《群众》","Directed",52143,1,"香港"
"29652","研究会","《观察》","Directed",52144,1,"上海"
"29653","研究所","《中建》","Directed",52145,2,"上海"
"29654","研究生","《观察》","Directed",52147,1,"上海"
"29655","破产","《新路周刊》","Directed",52149,1,"北平"
"29656","破产","《时代杂志》","Directed",52150,3,"上海"
"29657","破产","《正报》","Directed",52152,1,"香港"
"29658","破裂","《国讯》","Directed",52159,1,"上海"
"29659","硬压","《展望》","Directed",52161,1,"南京"
"29660","硬夺","《群众》","Directed",52162,1,"香港"
"29661","硬打","《时与文》","Directed",52163,1,"上海"
"29662","硬抢","《群众》","Directed",52164,1,"香港"
"29663","硬拼","《时与文》","Directed",52165,1,"上海"
"29664","确信","《正报》","Directed",52166,1,"香港"
"29665","碧潭","《中建》","Directed",52169,1,"上海"
"29666","碰到","《时代杂志》","Directed",52170,1,"上海"
"29667","磁针","《展望》","Directed",52171,1,"南京"
"29668","磨擦","《时与文》","Directed",52172,1,"上海"
"29669","示威","《国讯》","Directed",52174,1,"上海"
"29670","示威","《时与文》","Directed",52175,1,"上海"
"29671","示威","《群众》","Directed",52176,3,"香港"
"29672","示威游行","《国讯》","Directed",52179,1,"上海"
"29673","示威运动","《中建:北平版》","Directed",52180,1,"上海"
"29674","示威运动","《中建:华北航空版》","Directed",52181,1,"上海"
"29675","示範","《群众》","Directed",52182,2,"香港"
"29676","示范","《中建》","Directed",52184,2,"上海"
"29677","示范区","《中建》","Directed",52186,3,"上海"
"29678","示范区","《时与文》","Directed",52189,1,"上海"
"29679","社会","《展望》","Directed",52198,2,"南京"
"29680","社会主义","《中建:北平版》","Directed",52220,1,"上海"
"29681","社会主义","《中建:华北航空版》","Directed",52221,1,"上海"
"29682","社会主义","《群众》","Directed",52248,2,"香港"
"29683","社会党","《展望》","Directed",52250,1,"南京"
"29684","社会党","《时与文》","Directed",52251,1,"上海"
"29685","社会党","《时代杂志》","Directed",52252,1,"上海"
"29686","社会化","《中建:北平版》","Directed",52253,1,"上海"
"29687","社会契约论","《观察》","Directed",52254,1,"上海"
"29688","社会局","《展望》","Directed",52255,1,"南京"
"29689","社会科学","《中建:北平版》","Directed",52257,1,"上海"
"29690","社会科学","《中建:华北航空版》","Directed",52258,1,"上海"
"29691","社会科学","《国讯》","Directed",52259,1,"上海"
"29692","社函嘱","《国讯》","Directed",52260,1,"上海"
"29693","社庆","《中建》","Directed",52263,2,"上海"
"29694","社经会","《中央周刊》","Directed",52265,1,"南京"
"29695","社论","《时代杂志》","Directed",52266,2,"上海"
"29696","社论","《正报》","Directed",52267,1,"香港"
"29697","祈祷","《国讯》","Directed",52272,1,"上海"
"29698","祕密","《中央周刊》","Directed",52273,1,"南京"
"29699","祕笈","《再生》","Directed",52274,1,"上海"
"29700","祖先","《展望》","Directed",52275,1,"南京"
"29701","祖国","《展望》","Directed",52276,1,"南京"
"29702","祖国","《新路周刊》","Directed",52277,1,"北平"
"29703","祖宗","《群众》","Directed",52281,1,"香港"
"29704","祝中苏","《时代杂志》","Directed",52282,1,"上海"
"29705","祝贺","《光明报》","Directed",52283,1,"香港"
"29706","神圣同盟","《时代杂志》","Directed",52284,1,"上海"
"29707","神境","《观察》","Directed",52285,1,"上海"
"29708","神祕","《中央周刊》","Directed",52286,1,"南京"
"29709","神经","《时与文》","Directed",52287,1,"上海"
"29710","神经战","《中建:北平版》","Directed",52288,1,"上海"
"29711","神经战","《中建:华北航空版》","Directed",52289,1,"上海"
"29712","祥和","《群众》","Directed",52290,1,"香港"
"29713","祭悼","《正报》","Directed",52291,1,"香港"
"29714","祸乱","《中央周刊》","Directed",52292,1,"南京"
"29715","祸鲁","《时与文》","Directed",52293,1,"上海"
"29716","禁舞","《时与文》","Directed",52294,1,"上海"
"29717","福利","《群众》","Directed",52296,1,"香港"
"29718","福地","《展望》","Directed",52297,1,"南京"
"29719","福地","《新路周刊》","Directed",52298,1,"北平"
"29720","福安","《群众》","Directed",52299,1,"香港"
"29721","福州","《新路周刊》","Directed",52300,1,"北平"
"29722","福斯","《正报》","Directed",52308,10,"香港"
"29723","福斯特","《新路周刊》","Directed",52318,1,"北平"
"29724","离奇","《国讯》","Directed",52319,1,"上海"
"29725","离开","《中央周刊》","Directed",52320,1,"南京"
"29726","离开","《观察》","Directed",52321,1,"上海"
"29727","离谱","《群众》","Directed",52322,1,"香港"
"29728","禽兽","《中央周刊》","Directed",52323,1,"南京"
"29729","秀才","《正报》","Directed",52324,1,"香港"
"29730","秀才造反","《中建:北平版》","Directed",52325,1,"上海"
"29731","私人","《时代杂志》","Directed",52326,1,"上海"
