"title","author","journal","year","vol","page","place","title_raw","author_raw"
"高尔基研究:论俄罗斯的艺术","葆荃","《时代杂志》",1946,"第6卷 第37期","23","上海","高尔基研究:论俄罗斯的艺术","高尔基 葆荃"
"高尔基研究:柯诺华洛夫(四)","高尔基","《时代杂志》",1946,"第6卷 第37期","24-25","上海","高尔基研究:柯诺华洛夫(四)","高尔基 白寒"
"高尔基研究:柯诺华洛夫(四)","白寒","《时代杂志》",1946,"第6卷 第37期","24-25","上海","高尔基研究:柯诺华洛夫(四)","高尔基 白寒"
"论克劳塞维支及其关于战争的学说(下)","安特洛波夫","《时代杂志》",1946,"第6卷 第8期","21-22","上海","论克劳塞维支及其关于战争的学说(下)","安特洛波夫 林之同"
"论克劳塞维支及其关于战争的学说(下)","林之同","《时代杂志》",1946,"第6卷 第8期","21-22","上海","论克劳塞维支及其关于战争的学说(下)","安特洛波夫 林之同"
"传记素描:列宁的祖先(下)","莎吉娘","《时代杂志》",1946,"第6卷 第5期","31-34","上海","传记素描:列宁的祖先(下)","莎吉娘 林之同"
"传记素描:列宁的祖先(下)","林之同","《时代杂志》",1946,"第6卷 第5期","31-34","上海","传记素描:列宁的祖先(下)","莎吉娘 林之同"
"国际一周:殖民地斗争","什之","《时代杂志》",1946,"第6卷 第3期","13","上海","国际一周:殖民地斗争","什之"
"论英国对外政策","薛尔盖叶华","《时代杂志》",1946,"第6卷 第26期","17-18，16","上海","论英国对外政策","薛尔盖叶华 祖立"
"论英国对外政策","祖立","《时代杂志》",1946,"第6卷 第26期","17-18，16","上海","论英国对外政策","薛尔盖叶华 祖立"
"国际一周:四项诺言","什之","《时代杂志》",1946,"第6卷 第3期","11-12","上海","国际一周:四项诺言","什之"
"我们的对华政策应该怎样?(上):一个美国无线电广播讨论会的记录","文","《时代杂志》",1946,"第6卷 第28期","9-11","上海","我们的对华政策应该怎样?(上):一个美国无线电广播讨论会的记录","文"
"东北之行(三):在中国长春铁路上","雅姆泊尔斯基","《时代杂志》",1946,"第6卷 第27期","23-26","上海","东北之行(三):在中国长春铁路上","雅姆泊尔斯基 孟猛"
"东北之行(三):在中国长春铁路上","孟猛","《时代杂志》",1946,"第6卷 第27期","23-26","上海","东北之行(三):在中国长春铁路上","雅姆泊尔斯基 孟猛"
"伟大十月社会主义革命时列宁在斯莫尔纳宫中:[画图]","索柯洛夫","《时代杂志》",1946,"第6卷 第43/44期","1页","上海","伟大十月社会主义革命时列宁在斯莫尔纳宫中:[画图]","索柯洛夫"
"国际一周:七次会议","什之","《时代杂志》",1946,"第6卷 第3期","10-11","上海","国际一周:七次会议","什之"
"今日之特里埃斯特(上)","柯席夫尼柯夫","《时代杂志》",1946,"第6卷 第26期","14-16","上海","今日之特里埃斯特(上)","柯席夫尼柯夫 什之"
"今日之特里埃斯特(上)","什之","《时代杂志》",1946,"第6卷 第26期","14-16","上海","今日之特里埃斯特(上)","柯席夫尼柯夫 什之"
"苏联的四年伟大卫国战争:纪念希特勒德国失信侵犯苏联五周年(附图)","波列伏伊","《时代杂志》",1946,"第6卷 第24期","8-10","上海","苏联的四年伟大卫国战争:纪念希特勒德国失信侵犯苏联五周年(附图)","波列伏伊 萧白"
"苏联的四年伟大卫国战争:纪念希特勒德国失信侵犯苏联五周年(附图)","萧白","《时代杂志》",1946,"第6卷 第24期","8-10","上海","苏联的四年伟大卫国战争:纪念希特勒德国失信侵犯苏联五周年(附图)","波列伏伊 萧白"
"战后法国的经济问题(中)","许奴洛夫","《时代杂志》",1946,"第6卷 第25期","15","上海","战后法国的经济问题(中)","许奴洛夫 言如山"
"战后法国的经济问题(中)","言如山","《时代杂志》",1946,"第6卷 第25期","15","上海","战后法国的经济问题(中)","许奴洛夫 言如山"
"美英两国纵容法西斯复活的反动政策","鲁狄诺夫","《时代杂志》",1946,"第6卷 第39期","14","上海","美英两国纵容法西斯复活的反动政策","鲁狄诺夫"
"苏联第四次五年计划在实现中:苏联学术院的学术探险工作","彼得洛夫斯卡亚","《时代杂志》",1946,"第6卷 第29期","26","上海","苏联第四次五年计划在实现中:苏联学术院的学术探险工作","彼得洛夫斯卡亚 旡灵"
"苏联第四次五年计划在实现中:苏联学术院的学术探险工作","旡灵","《时代杂志》",1946,"第6卷 第29期","26","上海","苏联第四次五年计划在实现中:苏联学术院的学术探险工作","彼得洛夫斯卡亚 旡灵"
"迂回曲折地前进:胜利一年来中苏美关系总检讨","张沛","《时代杂志》",1946,"第6卷 第32期","6-11","上海","迂回曲折地前进:胜利一年来中苏美关系总检讨","张沛"
"德境英军占领区游记","李托斯珂","《时代杂志》",1946,"第6卷 第30期","20-22","上海","德境英军占领区游记","李托斯珂 小诸"
"德境英军占领区游记","小诸","《时代杂志》",1946,"第6卷 第30期","20-22","上海","德境英军占领区游记","李托斯珂 小诸"
"苏联纪行(十五)","郭沫若","《时代杂志》",1946,"第6卷 第11期","23-26","上海","苏联纪行(十五)","郭沫若"
"主奴之分(附图)","文琴","《时代杂志》",1946,"第6卷 第14期","5-8","上海","主奴之分(附图)","文琴"
"时事杂感:四、杜鲁门的航路","肃扬","《时代杂志》",1946,"第6卷 第15期","8-10","上海","时事杂感:四、杜鲁门的航路","肃扬"
"苏联纪行(十六)","郭沫若","《时代杂志》",1946,"第6卷 第12期","18","上海","苏联纪行(十六)","郭沫若"
"一周评论:协定乎?防线乎?(十二月二十一日至二十八日)","葛罗宾","《时代杂志》",1946,"第6卷 第1期","8-10","上海","一周评论:协定乎?防线乎?(十二月二十一日至二十八日)","葛罗宾"
"鲁迅文艺创作的风格","费德林","《时代杂志》",1946,"第6卷 第41期","8-10","上海","鲁迅文艺创作的风格","费德林 北泉"
"鲁迅文艺创作的风格","北泉","《时代杂志》",1946,"第6卷 第41期","8-10","上海","鲁迅文艺创作的风格","费德林 北泉"
"从双十节说起","什之","《时代杂志》",1946,"第6卷 第40期","4-5","上海","从双十节说起","什之"
"莫洛托夫在巴黎和会上关于赔款问题的演说","祖立","《时代杂志》",1946,"第6卷 第35期","8-10，7","上海","莫洛托夫在巴黎和会上关于赔款问题的演说","祖立"
"国际一周:从三国外长会议说起","什之","《时代杂志》",1946,"第6卷 第2期","5-6","上海","国际一周:从三国外长会议说起","什之"
"高尔基雕像:[雕像]","夏得拉","《时代杂志》",1946,"第6卷 第23期","1页","上海","高尔基雕像:[雕像]","夏得拉"
"高尔基研究:错误(下)","高尔基","《时代杂志》",1946,"第6卷 第21期","22-26","上海","高尔基研究:错误(下)","高尔基 白寒"
"高尔基研究:错误(下)","白寒","《时代杂志》",1946,"第6卷 第21期","22-26","上海","高尔基研究:错误(下)","高尔基 白寒"
"人力与物力在现代战争中(上)","迦拉克季奥诺夫","《时代杂志》",1946,"第6卷 第37期","14，19","上海","人力与物力在现代战争中(上)","迦拉克季奥诺夫 金子"
"人力与物力在现代战争中(上)","金子","《时代杂志》",1946,"第6卷 第37期","14，19","上海","人力与物力在现代战争中(上)","迦拉克季奥诺夫 金子"
"苏联的婚姻关系(未完)","斯维尔特洛夫","《时代杂志》",1946,"第6卷 第2期","18-19","上海","苏联的婚姻关系(未完)","斯维尔特洛夫 声扬"
"苏联的婚姻关系(未完)","声扬","《时代杂志》",1946,"第6卷 第2期","18-19","上海","苏联的婚姻关系(未完)","斯维尔特洛夫 声扬"
"论国际托管制度(上)","郭洛文","《时代杂志》",1946,"第6卷 第13期","15-17","上海","论国际托管制度(上)","郭洛文 烈"
"论国际托管制度(上)","烈","《时代杂志》",1946,"第6卷 第13期","15-17","上海","论国际托管制度(上)","郭洛文 烈"
"论巴黎公社:纪念巴黎公社成立七十五周年(一八七一年三月十八日)(附图)","雅洛斯拉夫斯基","《时代杂志》",1946,"第6卷 第10期","11-13，19","上海","论巴黎公社:纪念巴黎公社成立七十五周年(一八七一年三月十八日)(附图)","雅洛斯拉夫斯基"
"苏联的新公债(附图)","士维列夫","《时代杂志》",1946,"第6卷 第19期","5-6","上海","苏联的新公债(附图)","士维列夫 蒋愈之"
"苏联的新公债(附图)","蒋愈之","《时代杂志》",1946,"第6卷 第19期","5-6","上海","苏联的新公债(附图)","士维列夫 蒋愈之"
"世界的光明在莫斯科:[题词]","柳亚子","《时代杂志》",1946,"第6卷 第43/44期","19","上海","世界的光明在莫斯科:[题词]","柳亚子"
"“劳动者同志们!……”(附图)","列宁","《时代杂志》",1946,"第6卷 第43/44期","1页","上海","“劳动者同志们!……”(附图)","列宁"
"国际一周:缩军与扩军","什之","《时代杂志》",1946,"第6卷 第46期","3-4","上海","国际一周:缩军与扩军","什之"
"苏联的新五年计划","Vayo，J.A.D.","《时代杂志》",1946,"第6卷 第46期","14，19-20","上海","苏联的新五年计划","Vayo，J.A.D. 夏汉"
"苏联的新五年计划","夏汉","《时代杂志》",1946,"第6卷 第46期","14，19-20","上海","苏联的新五年计划","Vayo，J.A.D. 夏汉"
"十月革命给予了苏联农民什么?","勃拉金斯基","《时代杂志》",1946,"第6卷 第43/44期","48-49","上海","十月革命给予了苏联农民什么?","勃拉金斯基 波人"
"十月革命给予了苏联农民什么?","波人","《时代杂志》",1946,"第6卷 第43/44期","48-49","上海","十月革命给予了苏联农民什么?","勃拉金斯基 波人"
"赤卫队员:[画图]","柯澈尔根","《时代杂志》",1946,"第6卷 第43/44期","1页","上海","赤卫队员:[画图]","柯澈尔根"
"列宁和史大林:伟大十月社会主义革命的领袖","斯米尔诺夫","《时代杂志》",1946,"第6卷 第43/44期","28-29","上海","列宁和史大林:伟大十月社会主义革命的领袖","斯米尔诺夫 云林"
"列宁和史大林:伟大十月社会主义革命的领袖","云林","《时代杂志》",1946,"第6卷 第43/44期","28-29","上海","列宁和史大林:伟大十月社会主义革命的领袖","斯米尔诺夫 云林"
"一周评论:为什么美国要培植内战?(七月十九日至二十五日)","余伯约","《时代杂志》",1946,"第6卷 第29期","4-5","上海","一周评论:为什么美国要培植内战?(七月十九日至二十五日)","余伯约"
"世界暴风的中心","石啸冲","《时代杂志》",1946,"第6卷 第33期","8-9","上海","世界暴风的中心","石啸冲"
"投降后的日本:为什么不实现日本民主化的决议?","杰米多夫","《时代杂志》",1946,"第6卷 第33期","14-15","上海","投降后的日本:为什么不实现日本民主化的决议?","杰米多夫"
"列宁与科学:纪念列宁七十六岁诞辰(一八七○年四月二十二日)","伏尔金","《时代杂志》",1946,"第6卷 第15期","19-25","上海","列宁与科学:纪念列宁七十六岁诞辰(一八七○年四月二十二日)","伏尔金 林之同"
"列宁与科学:纪念列宁七十六岁诞辰(一八七○年四月二十二日)","林之同","《时代杂志》",1946,"第6卷 第15期","19-25","上海","列宁与科学:纪念列宁七十六岁诞辰(一八七○年四月二十二日)","伏尔金 林之同"
"苏联纪行(十四)(附图)","郭沫若","《时代杂志》",1946,"第6卷 第10期","22-26","上海","苏联纪行(十四)(附图)","郭沫若"
"论否决权:十一月十一日在联合国机构大会席上的演词","曼努伊斯基","《时代杂志》",1946,"第6卷 第46期","8-9，30","上海","论否决权:十一月十一日在联合国机构大会席上的演词","曼努伊斯基"
"论邱吉尔演说(附照片、图)","（苏）达尔莱","《时代杂志》",1946,"第6卷 第12期","10-12","上海","论邱吉尔演说(附照片、图)","(苏)达尔莱 烈"
"论邱吉尔演说(附照片、图)","烈","《时代杂志》",1946,"第6卷 第12期","10-12","上海","论邱吉尔演说(附照片、图)","(苏)达尔莱 烈"
"高尔基研究:高尔基和中国文学","茅盾","《时代杂志》",1946,"第6卷 第25期","28-29","上海","高尔基研究:高尔基和中国文学","茅盾"
"高尔基雕像的头部:[雕刻]","慕辛娜","《时代杂志》",1946,"第6卷 第23期","封4","上海","高尔基雕像的头部:[雕刻]","慕辛娜"
"日本侵略者的秘密势力(四)","米那叶夫","《时代杂志》",1946,"第6卷 第30期","27-28","上海","日本侵略者的秘密势力(四)","米那叶夫 金子"
"日本侵略者的秘密势力(四)","金子","《时代杂志》",1946,"第6卷 第30期","27-28","上海","日本侵略者的秘密势力(四)","米那叶夫 金子"
"观“苏京影展”归来:[诗歌]","田垄","《时代杂志》",1946,"第6卷 第4期","30","上海","观“苏京影展”归来:[诗歌]","田垄"
"高尔基研究:母亲在散发传单:[木刻]","阿莱克塞耶夫","《时代杂志》",1946,"第6卷 第21期","20","上海","高尔基研究:母亲在散发传单:[木刻]","阿莱克塞耶夫"
"美国可能实行计划经济吗?(下)","顾兹明诺夫","《时代杂志》",1946,"第6卷 第20期","14-16，23","上海","美国可能实行计划经济吗?(下)","顾兹明诺夫 小诸"
"美国可能实行计划经济吗?(下)","小诸","《时代杂志》",1946,"第6卷 第20期","14-16，23","上海","美国可能实行计划经济吗?(下)","顾兹明诺夫 小诸"
"国际一周:政治协商会议","什之","《时代杂志》",1946,"第6卷 第2期","6","上海","国际一周:政治协商会议","什之"
"法兰西的创伤(附图)","爱伦堡","《时代杂志》",1946,"第6卷 第49期","21-22","上海","法兰西的创伤(附图)","爱伦堡 黄炎"
"法兰西的创伤(附图)","黄炎","《时代杂志》",1946,"第6卷 第49期","21-22","上海","法兰西的创伤(附图)","爱伦堡 黄炎"
"战争与谈判(附图)","张沛","《时代杂志》",1946,"第6卷 第34期","3-5","上海","战争与谈判(附图)","张沛"
"世界地理丛谈:印度及其民族(附图)","基雅各夫","《时代杂志》",1946,"第6卷 第34期","9-13","上海","世界地理丛谈:印度及其民族(附图)","基雅各夫 周冬"
"世界地理丛谈:印度及其民族(附图)","周冬","《时代杂志》",1946,"第6卷 第34期","9-13","上海","世界地理丛谈:印度及其民族(附图)","基雅各夫 周冬"
"东北风云(十一)(附表)","周而复","《时代杂志》",1946,"第6卷 第40期","28-29","上海","东北风云(十一)(附表)","周而复"
"纪念鲁迅逝世十周年:鲁迅画谱:鲁迅像:[木刻]","陈烟桥","《时代杂志》",1946,"第6卷 第41期","1页","上海","纪念鲁迅逝世十周年:鲁迅画谱:鲁迅像:[木刻]","陈烟桥"
"一周评论:巨人的步伐(二月十六日至二十一日)","葛罗宾","《时代杂志》",1946,"第6卷 第7期","10-11","上海","一周评论:巨人的步伐(二月十六日至二十一日)","葛罗宾"
"国际一周:一、中国人民的伟大胜利","文琴","《时代杂志》",1946,"第6卷 第5期","5-6","上海","国际一周:一、中国人民的伟大胜利","文琴"
"日本议会的“肃清”:在盟国对日委员会上的声明","杰列维扬柯","《时代杂志》",1946,"第6卷 第50期","26","上海","日本议会的“肃清”:在盟国对日委员会上的声明","杰列维扬柯"
"战后法国的经济问题(三)","许奴洛夫","《时代杂志》",1946,"第6卷 第26期","19-20","上海","战后法国的经济问题(三)","许奴洛夫 言如山"
"战后法国的经济问题(三)","言如山","《时代杂志》",1946,"第6卷 第26期","19-20","上海","战后法国的经济问题(三)","许奴洛夫 言如山"
"美国的反苏活动","丹尼尔","《时代杂志》",1946,"第6卷 第21期","14-15，18","上海","美国的反苏活动","丹尼尔 联文"
"美国的反苏活动","联文","《时代杂志》",1946,"第6卷 第21期","14-15，18","上海","美国的反苏活动","丹尼尔 联文"
"全世界最优秀作家论资产阶级议会制","奴西诺夫","《时代杂志》",1946,"第6卷 第19期","17-19","上海","全世界最优秀作家论资产阶级议会制","奴西诺夫 烈"
"全世界最优秀作家论资产阶级议会制","烈","《时代杂志》",1946,"第6卷 第19期","17-19","上海","全世界最优秀作家论资产阶级议会制","奴西诺夫 烈"
"高尔基研究:关于钮扣的事(附照片)","高尔基","《时代杂志》",1946,"第6卷 第16期","27-31","上海","高尔基研究:关于钮扣的事(附照片)","高尔基 白寒"
"高尔基研究:关于钮扣的事(附照片)","白寒","《时代杂志》",1946,"第6卷 第16期","27-31","上海","高尔基研究:关于钮扣的事(附照片)","高尔基 白寒"
"苏联行纪(十七)","郭沫若","《时代杂志》",1946,"第6卷 第13期","22-26","上海","苏联行纪(十七)","郭沫若"
"“日本绅士”","柯卿","《时代杂志》",1946,"第6卷 第14期","12-14","上海","“日本绅士”","柯卿 鹤龄"
"“日本绅士”","鹤龄","《时代杂志》",1946,"第6卷 第14期","12-14","上海","“日本绅士”","柯卿 鹤龄"
"一周评论:劳动人民应有的警惕(四月二十六日至五月二日)(附图)","余伯约","《时代杂志》",1946,"第6卷 第17期","4-6","上海","一周评论:劳动人民应有的警惕(四月二十六日至五月二日)(附图)","余伯约"
"流动刑场(三)","（匈）沙利","《时代杂志》",1946,"第6卷 第18期","26-28","上海","流动刑场(三)","(匈)沙利 (匈)乔其利 曹庸"
"流动刑场(三)","（匈）乔其利","《时代杂志》",1946,"第6卷 第18期","26-28","上海","流动刑场(三)","(匈)沙利 (匈)乔其利 曹庸"
"流动刑场(三)","曹庸","《时代杂志》",1946,"第6卷 第18期","26-28","上海","流动刑场(三)","(匈)沙利 (匈)乔其利 曹庸"
"一周评论:论美国的所谓外交攻势(五月十八日至二十三日)","余伯约","《时代杂志》",1946,"第6卷 第20期","3-4","上海","一周评论:论美国的所谓外交攻势(五月十八日至二十三日)","余伯约"
"日本民主份子要求吉田内阁辞职和解散国会(附图)","巴夫洛夫","《时代杂志》",1946,"第6卷 第50期","25","上海","日本民主份子要求吉田内阁辞职和解散国会(附图)","巴夫洛夫"
"高尔基研究:高尔基底社会主义的美学观(下)","萧三","《时代杂志》",1946,"第6卷 第48期","31-34，38","上海","高尔基研究:高尔基底社会主义的美学观(下)","萧三"
"国际一周:欧洲的民主潮流","什之","《时代杂志》",1946,"第6卷 第47期","5","上海","国际一周:欧洲的民主潮流","什之"
"美国对华政策的史的发展","（美）菲尔德","《时代杂志》",1946,"第6卷 第29期","16-18，23-26","上海","美国对华政策的史的发展","(美)菲尔德 陈时臬"
"美国对华政策的史的发展","陈时臬","《时代杂志》",1946,"第6卷 第29期","16-18，23-26","上海","美国对华政策的史的发展","(美)菲尔德 陈时臬"
"“他们对着‘原子’谱大弹大奏，我们没有谱也能演奏曲子.”坐在装满“惊人秘密”的箱子上的苏联人说:[画图]","伊戈斯","《时代杂志》",1946,"第6卷 第2期","封1","上海","“他们对着‘原子’谱大弹大奏，我们没有谱也能演奏曲子.”坐在装满“惊人秘密”的箱子上的苏联人说:[画图]","伊戈斯"
"战后英国的平民","薛尔盖叶华","《时代杂志》",1946,"第6卷 第36期","14，19","上海","战后英国的平民","薛尔盖叶华 南薰"
"战后英国的平民","南薰","《时代杂志》",1946,"第6卷 第36期","14，19","上海","战后英国的平民","薛尔盖叶华 南薰"
"苏联第四次五年计划在实现中:苏联第四次五年计划中的粮食经济","索柯洛夫","《时代杂志》",1946,"第6卷 第35期","24","上海","苏联第四次五年计划在实现中:苏联第四次五年计划中的粮食经济","索柯洛夫 安裕昆"
"苏联第四次五年计划在实现中:苏联第四次五年计划中的粮食经济","安裕昆","《时代杂志》",1946,"第6卷 第35期","24","上海","苏联第四次五年计划在实现中:苏联第四次五年计划中的粮食经济","索柯洛夫 安裕昆"
"高尔基研究:论奥古斯特·斯特林堡","高尔基","《时代杂志》",1946,"第6卷 第34期","37","上海","高尔基研究:论奥古斯特·斯特林堡","高尔基 葆荃"
"高尔基研究:论奥古斯特·斯特林堡","葆荃","《时代杂志》",1946,"第6卷 第34期","37","上海","高尔基研究:论奥古斯特·斯特林堡","高尔基 葆荃"
"美国人在中国","柯根","《时代杂志》",1946,"第6卷 第39期","19-20","上海","美国人在中国","柯根 黄炎"
"美国人在中国","黄炎","《时代杂志》",1946,"第6卷 第39期","19-20","上海","美国人在中国","柯根 黄炎"
"高尔基研究:意大利人民诗人巴斯科里","高尔基","《时代杂志》",1946,"第6卷 第31期","35","上海","高尔基研究:意大利人民诗人巴斯科里","高尔基 戈宝权"
"高尔基研究:意大利人民诗人巴斯科里","戈宝权","《时代杂志》",1946,"第6卷 第31期","35","上海","高尔基研究:意大利人民诗人巴斯科里","高尔基 戈宝权"
"俄罗斯苏维埃联邦社会主义共和国(三):“苏联各民族概况”之二","（美）Lamont，C.","《时代杂志》",1946,"第6卷 第36期","26-28","上海","俄罗斯苏维埃联邦社会主义共和国(三):“苏联各民族概况”之二","(美)Lamont，C. 古琴"
"俄罗斯苏维埃联邦社会主义共和国(三):“苏联各民族概况”之二","古琴","《时代杂志》",1946,"第6卷 第36期","26-28","上海","俄罗斯苏维埃联邦社会主义共和国(三):“苏联各民族概况”之二","(美)Lamont，C. 古琴"
"伟大十月社会主义革命简史","赫利亚皮奇","《时代杂志》",1946,"第6卷 第43/44期","34-36","上海","伟大十月社会主义革命简史","赫利亚皮奇 何歌"
"伟大十月社会主义革命简史","何歌","《时代杂志》",1946,"第6卷 第43/44期","34-36","上海","伟大十月社会主义革命简史","赫利亚皮奇 何歌"
"高尔基和我们:怎样的艺术品顶好","夏衍","《时代杂志》",1946,"第6卷 第23期","12-13","上海","高尔基和我们:怎样的艺术品顶好","夏衍"
"美国扩张政策的工具，世界基地网(附图)","哈文生","《时代杂志》",1946,"第6卷 第27期","11-12","上海","美国扩张政策的工具，世界基地网(附图)","哈文生 侯翔"
"美国扩张政策的工具，世界基地网(附图)","侯翔","《时代杂志》",1946,"第6卷 第27期","11-12","上海","美国扩张政策的工具，世界基地网(附图)","哈文生 侯翔"
"日本侵略者的秘密势力(未完)","米那叶夫","《时代杂志》",1946,"第6卷 第27期","21-22","上海","日本侵略者的秘密势力(未完)","米那叶夫 金子"
"日本侵略者的秘密势力(未完)","金子","《时代杂志》",1946,"第6卷 第27期","21-22","上海","日本侵略者的秘密势力(未完)","米那叶夫 金子"
"高尔基和我们:“不要把自己的作品偶像化”","郭沫若","《时代杂志》",1946,"第6卷 第23期","9-10","上海","高尔基和我们:“不要把自己的作品偶像化”","郭沫若"
"朝鲜工人近况(下)","泰勒","《时代杂志》",1946,"第6卷 第25期","16-19","上海","朝鲜工人近况(下)","泰勒 小诃"
"朝鲜工人近况(下)","小诃","《时代杂志》",1946,"第6卷 第25期","16-19","上海","朝鲜工人近况(下)","泰勒 小诃"
"中国不要赫尔利","周封","《时代杂志》",1946,"第6卷 第26期","10-11，16","上海","中国不要赫尔利","周封"
"国际一周:回到自己的祖国去","什之","《时代杂志》",1946,"第6卷 第49期","4","上海","国际一周:回到自己的祖国去","什之"
"论世界粮食问题:十一月十三日在联合国机构经济与金融问题委员会会议席上的演词","葛罗米柯","《时代杂志》",1946,"第6卷 第46期","6-7","上海","论世界粮食问题:十一月十三日在联合国机构经济与金融问题委员会会议席上的演词","葛罗米柯"
"一周评论:光从北方来(二月八日至十五日)","葛罗宾","《时代杂志》",1946,"第6卷 第6期","3-4","上海","一周评论:光从北方来(二月八日至十五日)","葛罗宾"
"南京与苏北(附图)","张沛","《时代杂志》",1946,"第6卷 第29期","6-8","上海","南京与苏北(附图)","张沛"
"高尔基研究:列宁和高尔基:[画图]","叶芳诺夫","《时代杂志》",1946,"第6卷 第31期","32","上海","高尔基研究:列宁和高尔基:[画图]","叶芳诺夫"
"南洋群岛游记","米海叶夫","《时代杂志》",1946,"第6卷 第9期","21-23","上海","南洋群岛游记","米海叶夫 烈"
"南洋群岛游记","烈","《时代杂志》",1946,"第6卷 第9期","21-23","上海","南洋群岛游记","米海叶夫 烈"
"高尔基和我们:高尔基是中国人民的朋友","柳亚子","《时代杂志》",1946,"第6卷 第23期","9","上海","高尔基和我们:高尔基是中国人民的朋友","柳亚子"
"国际一周:英国政潮与美英矛盾","什之","《时代杂志》",1946,"第6卷 第46期","5，28","上海","国际一周:英国政潮与美英矛盾","什之"
"苏维埃的“国际联盟”(下):“苏联各民族概况”之一(附表)","（美）Lamont，C.","《时代杂志》",1946,"第6卷 第32期","31-35","上海","苏维埃的“国际联盟”(下):“苏联各民族概况”之一(附表)","(美)Lamont，C. 古琴"
"苏维埃的“国际联盟”(下):“苏联各民族概况”之一(附表)","古琴","《时代杂志》",1946,"第6卷 第32期","31-35","上海","苏维埃的“国际联盟”(下):“苏联各民族概况”之一(附表)","(美)Lamont，C. 古琴"
"第二次世界大战中列强军力的发展(附表)","维斯鸟夫","《时代杂志》",1946,"第6卷 第1期","13-15，34","上海","第二次世界大战中列强军力的发展(附表)","维斯鸟夫"
"日耳曼侵略者的“东进”政策(续完)","杰尔札文","《时代杂志》",1946,"第6卷 第1期","16-20，28","上海","日耳曼侵略者的“东进”政策(续完)","杰尔札文 小诸"
"日耳曼侵略者的“东进”政策(续完)","小诸","《时代杂志》",1946,"第6卷 第1期","16-20，28","上海","日耳曼侵略者的“东进”政策(续完)","杰尔札文 小诸"
"伊朗问题:伊朗民族问题的民主解决","巴希基罗夫","《时代杂志》",1946,"第6卷 第31期","17-18","上海","伊朗问题:伊朗民族问题的民主解决","巴希基罗夫 罗凉"
"伊朗问题:伊朗民族问题的民主解决","罗凉","《时代杂志》",1946,"第6卷 第31期","17-18","上海","伊朗问题:伊朗民族问题的民主解决","巴希基罗夫 罗凉"
"国际一周:一、流年似水，反法西斯战争胜利已满半年了……(附图)","文琴","《时代杂志》",1946,"第6卷 第10期","8-10","上海","国际一周:一、流年似水，反法西斯战争胜利已满半年了……(附图)","文琴"
"东北风云(十四)","周而复","《时代杂志》",1946,"第6卷 第43/44期","107-111","上海","东北风云(十四)","周而复"
"资本主义总危机时代资本主义国家内外政策的特征(附图)","瓦尔加","《时代杂志》",1946,"第6卷 第49期","11-13","上海","资本主义总危机时代资本主义国家内外政策的特征(附图)","瓦尔加 梁香"
"资本主义总危机时代资本主义国家内外政策的特征(附图)","梁香","《时代杂志》",1946,"第6卷 第49期","11-13","上海","资本主义总危机时代资本主义国家内外政策的特征(附图)","瓦尔加 梁香"
"苏维埃的“国际联盟”(上):“苏联各民族概况”之一","（美）Lamont，C.","《时代杂志》",1946,"第6卷 第31期","23-25","上海","苏维埃的“国际联盟”(上):“苏联各民族概况”之一","(美)Lamont，C. 古琴"
"苏维埃的“国际联盟”(上):“苏联各民族概况”之一","古琴","《时代杂志》",1946,"第6卷 第31期","23-25","上海","苏维埃的“国际联盟”(上):“苏联各民族概况”之一","(美)Lamont，C. 古琴"
"时事杂感:一、恶意的缄默","肃扬","《时代杂志》",1946,"第6卷 第15期","7","上海","时事杂感:一、恶意的缄默","肃扬"
"国际一周:撤军与裁军","什之","《时代杂志》",1946,"第6卷 第48期","14","上海","国际一周:撤军与裁军","什之"
"国际一周:反动的逆流","什之","《时代杂志》",1946,"第6卷 第48期","16","上海","国际一周:反动的逆流","什之"
"国际一周:三、闷烧中的火山","文琴","《时代杂志》",1946,"第6卷 第8期","7-8","上海","国际一周:三、闷烧中的火山","文琴"
"苏联纪行(十一)(附图)","郭沫若","《时代杂志》",1946,"第6卷 第6期","24-26","上海","苏联纪行(十一)(附图)","郭沫若"
"纳粹群魔罪状(四):苏联首席控诉人卢敬珂在纽伦堡国际军事法庭审判会议席上作的总结报告","（苏）卢敬珂","《时代杂志》",1946,"第6卷 第45期","26-28","上海","纳粹群魔罪状(四):苏联首席控诉人卢敬珂在纽伦堡国际军事法庭审判会议席上作的总结报告","(苏)卢敬珂 方舟"
"纳粹群魔罪状(四):苏联首席控诉人卢敬珂在纽伦堡国际军事法庭审判会议席上作的总结报告","方舟","《时代杂志》",1946,"第6卷 第45期","26-28","上海","纳粹群魔罪状(四):苏联首席控诉人卢敬珂在纽伦堡国际军事法庭审判会议席上作的总结报告","(苏)卢敬珂 方舟"
"政治协商会议的过程与决议","阿尔古斯","《时代杂志》",1946,"第6卷 第6期","9-10","上海","政治协商会议的过程与决议","阿尔古斯 华"
"政治协商会议的过程与决议","华","《时代杂志》",1946,"第6卷 第6期","9-10","上海","政治协商会议的过程与决议","阿尔古斯 华"
"国际一周:西班牙逍遥法外","什这","《时代杂志》",1946,"第6卷 第49期","4，29","上海","国际一周:西班牙逍遥法外","什这"
"一周评论:有驻军的地方就有战争(八月十六日至二十二日)","余伯约","《时代杂志》",1946,"第6卷 第33期","3-4","上海","一周评论:有驻军的地方就有战争(八月十六日至二十二日)","余伯约"
