"title","author","journal","year","vol","page","place","author_raw","title_raw"
"从延安看全局(战局一月)","舒翰","《正报》",1948,"第2卷 第37期","13-16","香港","舒翰","从延安看全局(战局一月)"
"试再挖掘自己的思想病根","天长","《正报》",1948,"第2卷 第44期","18-21","香港","天长","试再挖掘自己的思想病根"
"殉葬呢?还是做先锋?:读了丘陵君的“进步的尺度”后","安思","《正报》",1948,"第2卷 第21期","20-21","香港","安思","殉葬呢?还是做先锋?:读了丘陵君的“进步的尺度”后"
"我们查出了客里空","桐庐","《正报》",1948,"第2卷 第30期","14-15","香港","桐廬","我们查出了客里空"
"刘伯承将军二三事","田丁","《正报》",1948,"第3卷 第4期","22-23","香港","田丁","刘伯承将军二三事"
"银江乡救荒工作的经验(粤东通讯)","罗春","《正报》",1948,"第2卷 第49期","11","香港","罗春","银江乡救荒工作的经验(粤东通讯)"
"一袋血腥钱飞机送到美利坚:[画图]","文魁","《正报》",1948,"第2卷 第47期","23","香港","文魁","一袋血腥钱飞机送到美利坚:[画图]"
"文艺学习上的一个问题","默涵","《正报》",1948,"第2卷 第34期","23-24","香港","默涵","文艺学习上的一个问题"
"这还须怀疑吗?","君慧","《正报》",1948,"第2卷 第23期","11","香港","君慧","这还须怀疑吗?"
"潮汕游击区一月行","朝晖","《正报》",1948,"第2卷 第49期","7-10","香港","朝晖","潮汕游击区一月行"
"解放了开封(战局一月)","舒翰","《正报》",1948,"第2卷 第45期","9-11，28","香港","舒翰","解放了开封(战局一月)"
"怎样和老百姓接近","谭克力","《正报》",1948,"第2卷 第26/27期","34","香港","谭克力","怎样和老百姓接近"
"给自由主义者","力扬","《正报》",1948,"第2卷 第32期","18","香港","力扬","给自由主义者"
"刷新青学运的队伍:附图","胡其亮","《正报》",1948,"第2卷 第28期","18-21","香港","胡其亮","刷新青学运的队伍:附图"
"问君能有几多愁?:介绍“一江春水向东流”","文俞","《正报》",1948,"第2卷 第22期","26-27","香港","文俞","问君能有几多愁?:介绍“一江春水向东流”"
"榕树头杂谈:蒋选大观","陈胜","《正报》",1948,"第2卷 第34期","27-28","香港","陈胜","榕树头杂谈:蒋选大观"
"新春第一事","华嘉","《正报》",1948,"第2卷 第26/27期","50","香港","华嘉","新春第一事"
"论新民主主义经济的性质","许涤新","《正报》",1948,"第2卷 第25期","2-7","香港","许滌新","论新民主主义经济的性质"
"我领悟了革命统一战线的真理","阡人","《正报》",1948,"第2卷 第23期","10-11","香港","阡人","我领悟了革命统一战线的真理"
"回忆在农村中的一些日子","蓝玲","《正报》",1948,"第2卷 第45期","20-21","香港","蓝玲","回忆在农村中的一些日子"
"来一次洗刷运动","周达","《正报》",1948,"第2卷 第26/27期","46-47","香港","周达","来一次洗刷运动"
"真诚才能接近群众","一行","《正报》",1948,"第3卷 第4期","21","香港","一行","真诚才能接近群众"
"福斯论坛:毛泽东思想鼓舞了我","马克辛","《正报》",1948,"第2卷 第49期","19","香港","马克辛","福斯论坛:毛泽东思想鼓舞了我"
"一死万生","于君","《正报》",1948,"第2卷 第23期","21","香港","于君","一死万生"
"春天的设计","夏衍","《正报》",1948,"第2卷 第26/27期","43","香港","夏衍","春天的设计"
"反动派三光政策下的怀南(西江通讯)","冬冬","《正报》",1948,"第3卷 第10期","15-17","香港","冬冬","反动派三光政策下的怀南(西江通讯)"
"农村第一，面向农村:“城市工作与农村工作孰轻孰重”讨论总结","黄安思","《正报》",1948,"第2卷 第32期","20-25","香港","黄安思","农村第一，面向农村:“城市工作与农村工作孰轻孰重”讨论总结"
"替农民撑腰，斗争才发动得起","恨填","《正报》",1948,"第2卷 第25期","12-14","香港","恨填","替农民撑腰，斗争才发动得起"
"(潮洲话方言诗)老四叹","春草","《正报》",1948,"第2卷 第21期","25","香港","春草","(潮洲话方言诗)老四叹"
"五四运动的历史地位","胡绳","《正报》",1948,"第2卷 第37期","9-12","香港","胡绳","五四运动的历史地位"
"打击敌人进攻的阴谋(东江通讯)","昔思","《正报》",1948,"第2卷 第50期","26-28","香港","昔思","打击敌人进攻的阴谋(东江通讯)"
"这是悔改的时候了!:看苏联电影“侵略”后的感想","冯民","《正报》",1948,"第2卷 第45期","22","香港","冯民","这是悔改的时候了!:看苏联电影“侵略”后的感想"
"抗战的一幕","张泯","《正报》",1948,"第2卷 第45期","18","香港","张泯","抗战的一幕"
"悼王怀勋同志","叶秋","《正报》",1948,"第2卷 第38期","9-10","香港","叶秋","悼王怀勋同志"
"邓海魁的故事(土地的故事)","张蔷","《正报》",1948,"第2卷 第40期","22-25","香港","张蔷","邓海魁的故事(土地的故事)"
"送走了旧年我就落乡","马大昕","《正报》",1948,"第2卷 第19/20期","39","香港","马大昕","送走了旧年我就落乡"
"攻打大城市(集体游戏)","林朴","《正报》",1948,"第3卷 第10期","27","香港","林朴","攻打大城市(集体游戏)"
"潮汕人民武装愈战愈强:韩江通讯","余原","《正报》",1948,"第2卷 第22期","7-9","香港","余原","潮汕人民武装愈战愈强:韩江通讯"
"表兄哥","符公望","《正报》",1948,"第2卷 第24期","26-27","香港","符公望","表兄哥"
"农村工作与城市工作，孰细孰重?:这个问题必须搞清","百丈","《正报》",1948,"第2卷 第29期","20-22","香港","百丈","农村工作与城市工作，孰细孰重?:这个问题必须搞清"
"福斯论坛:城市工作怎样做?:工人要靠得更紧","郭芝","《正报》",1948,"第2卷 第38期","26","香港","郭芝","福斯论坛:城市工作怎样做?:工人要靠得更紧"
"耕田歌(三角洲民谣)","司徒秀丽","《正报》",1948,"第2卷 第45期","26","香港","司徒秀丽","耕田歌(三角洲民谣)"
"一个“封建堡垒”的突破:韩江通讯","冯宽","《正报》",1948,"第3卷 第4期","12-13","香港","冯宽","一个“封建堡垒”的突破:韩江通讯"
"奉劝蒋军兄弟们","阿胡","《正报》",1948,"第3卷 第6期","13","香港","阿胡","奉劝蒋军兄弟们"
"宋粤限价政策解冻前后(综合报导)","黄瑛","《正报》",1948,"第3卷 第15期","30-32","香港","黄瑛","宋粤限价政策解冻前后(综合报导)"
"从大转变到大胜利","乔木","《正报》",1948,"第2卷 第19/20期","11-15","香港","乔木","从大转变到大胜利"
"地主的故事","容雪","《正报》",1948,"第2卷 第21期","10-12","香港","容雪","地主的故事"
"王凤岗救我则个!:[画图]","米谷","《正报》",1948,"第2卷 第42期","22","香港","米谷","王凤岗救我则个!:[画图]"
"好好地利用寒假","其亮","《正报》",1948,"第2卷 第24期","20-21","香港","其亮","好好地利用寒假"
"榕树头杂谈","陈胜","《正报》",1948,"第2卷 第24期","24-25","香港","陈胜","榕树头杂谈"
"表现香港","江劲","《正报》",1948,"第2卷 第19/20期","43-44","香港","江劲","表现香港"
"粤局述评:敌人在苦撑待死","千山","《正报》",1948,"第3卷 第15期","22-24","香港","千山","粤局述评:敌人在苦撑待死"
"小学生晨光颂:赠给“乡村教师”","高尘","《正报》",1948,"第3卷 第11期","27","香港","高尘","小学生晨光颂:赠给“乡村教师”"
"兴奋看喜儿","何之","《正报》",1948,"第2卷 第44期","24-25","香港","何之","兴奋看喜儿"
"写文章的群众观点","夏衍","《正报》",1948,"第2卷 第50期","47-49，38","香港","夏衍","写文章的群众观点"
"一个机器工人的心声","李三","《正报》",1948,"第2卷 第44期","22","香港","李三","一个机器工人的心声"
"湘粤赣“联防”:[画图]","米谷","《正报》",1948,"第3卷 第15期","24","香港","米谷","湘粤赣“联防”:[画图]"
"应该强调农村工作比较重要","江敏","《正报》",1948,"第2卷 第32期","29-30","香港","江敏","应该强调农村工作比较重要"
"一定嫌命长(广州话)","甘牛","《正报》",1948,"第2卷 第25期","26-27","香港","甘牛","一定嫌命长(广州话)"
"钢铁练成的人","文生","《正报》",1948,"第3卷 第14期","26","香港","文生","钢铁练成的人"
"论开明绅士","闻挺","《正报》",1948,"第2卷 第44期","4-7","香港","闻挺","论开明绅士"
"学习“五一口号”短记","方步","《正报》",1948,"第2卷 第47期","27","香港","方步","学习“五一口号”短记"
"分崩离析和阴谋诡计:附图","张丙","《正报》",1948,"第2卷 第43期","8-11","香港","张丙","分崩离析和阴谋诡计:附图"
"抗击司徒雷登的恫吓","仲冰","《正报》",1948,"第2卷 第43期","23","香港","仲冰","抗击司徒雷登的恫吓"
"“目前形势和我们的任务”劄记之一:文化运动的统一战绩","杨华","《正报》",1948,"第2卷 第25期","25","香港","杨华","“目前形势和我们的任务”劄记之一:文化运动的统一战绩"
"吃儿子的父亲","于君","《正报》",1948,"第2卷 第36期","28-29","香港","于君","吃儿子的父亲"
"出了笼的飞鸟:看了“江湖奇侠”后","郭沬若","《正报》",1948,"第2卷 第49期","23","香港","郭沬若","出了笼的飞鸟:看了“江湖奇侠”后"
"圣诞漫笔","亚们","《正报》",1948,"第2卷 第19/20期","42-43","香港","亚们","圣诞漫笔"
"看美帝的新阴谋","舒翰","《正报》",1948,"第3卷 第3期","4-6","香港","舒翰","看美帝的新阴谋"
"四个农民和两个士兵","亦飞","《正报》",1948,"第2卷 第50期","51-52","香港","亦飞","四个农民和两个士兵"
"克服非原则性的思想:“论布尔什维克的原则性”读后感","廖方明","《正报》",1948,"第3卷 第1期","22-23","香港","廖方明","克服非原则性的思想:“论布尔什维克的原则性”读后感"
"拆屋","秋雪","《正报》",1948,"第2卷 第21期","27","香港","秋雪","拆屋"
"全世界革命力量团结起来反对帝国主义的侵略:给“持久和平与人民民主”杂志纪念十月革命三十一周年专号所写的论文","毛泽东","《正报》",1948,"第3卷 第15期","4-6","香港","毛泽东","全世界革命力量团结起来反对帝国主义的侵略:给“持久和平与人民民主”杂志纪念十月革命三十一周年专号所写的论文"
"读文件与思想反省","江林","《正报》",1948,"第3卷 第4期","18-19","香港","江林","读文件与思想反省"
"叶凡同志四周年祭","鞠而","《正报》",1948,"第3卷 第4期","24-25","香港","鞠而","叶凡同志四周年祭"
"从广州市看宋子文:广州通讯","绿波","《正报》",1948,"第2卷 第24期","22-23","香港","绿波","从广州市看宋子文:广州通讯"
"狼来了?狼是谁?","舒翰","《正报》",1948,"第2卷 第34期","4-7","香港","舒翰","狼来了?狼是谁?"
"七月的“钞灾”","飞君","《正报》",1948,"第3卷 第1期","16-18","香港","飞君","七月的“钞灾”"
"抗征队是人民的救星(扬阳通讯)","竹影","《正报》",1948,"第3卷 第9期","20","香港","竹影","抗征队是人民的救星(扬阳通讯)"
"值得讨论的取材方法问题:关于”榕树上“一诗的意见","客安","《正报》",1948,"第2卷 第19/20期","36-37","香港","客安","值得讨论的取材方法问题:关于”榕树上“一诗的意见"
"记五·廿二上海学生反扶日反迫害大集会(上海通讯)","贺麟","《正报》",1948,"第2卷 第42期","14-15","香港","贺麟","记五·廿二上海学生反扶日反迫害大集会(上海通讯)"
"曲阳晓林村的雇贫农是怎样翻身的?","迪亭","《正报》",1948,"第2卷 第21期","7-9","香港","迪亭","曲阳晓林村的雇贫农是怎样翻身的?"
"三年游击战争(9):新四军前身奋斗史","野草","《正报》",1948,"第3卷 第4期","7-8，6","香港","野草","三年游击战争(9):新四军前身奋斗史"
"我做起火柴童工来","夏涛","《正报》",1948,"第2卷 第49期","26","香港","夏涛","我做起火柴童工来"
"确立毛泽东的胜利思想:读毛泽东文告心得之一","饶燄","《正报》",1948,"第2卷 第23期","6-8","香港","饶燄","确立毛泽东的胜利思想:读毛泽东文告心得之一"
"蒋宋割卖整个华南","桐卢","《正报》",1948,"第2卷 第28期","6-7","香港","桐盧","蒋宋割卖整个华南"
"综合报导:胜利斗争的一月","蓝川","《正报》",1948,"第2卷 第28期","22-23","香港","蓝川","综合报导:胜利斗争的一月"
"怎样学习:中共中央关于一九四八年土地改革工作和整党工作的指示","星星","《正报》",1948,"第2卷 第43期","4-7","香港","星星","怎样学习:中共中央关于一九四八年土地改革工作和整党工作的指示"
"东北解放与今后战局","舒翰","《正报》",1948,"第3卷 第15期","17-21","香港","舒翰","东北解放与今后战局"
"综合报导:风起云涌的粤北人民解放斗争","白山","《正报》",1948,"第2卷 第22期","12-13","香港","白山","综合报导:风起云涌的粤北人民解放斗争"
"“乡树教师”座谈","山君","《正报》",1948,"第3卷 第14期","23-26","香港","山君","“乡树教师”座谈"
"从自己的作品谈起:我的方言诗歌创作的初步检讨","符公望","《正报》",1948,"第2卷 第21期","23-24","香港","符公望","从自己的作品谈起:我的方言诗歌创作的初步检讨"
"广东时局述评:困难紧跟着敌人","黎展","《正报》",1948,"第2卷 第22期","14-15","香港","黎展","广东时局述评:困难紧跟着敌人"
"“论越南八月革命”序言","乔木","《正报》",1948,"第3卷 第4期","26-27","香港","乔木","“论越南八月革命”序言"
"三年游击战争:新四军前身奋斗史(6)","野草","《正报》",1948,"第3卷 第1期","6-8","香港","野草","三年游击战争:新四军前身奋斗史(6)"
"依靠人民一定胜利","怀林","《正报》",1948,"第2卷 第26/27期","35","香港","怀林","依靠人民一定胜利"
"新区如何办报纸","陈克寒","《正报》",1948,"第3卷 第9期","8-11","香港","陈克寒","新区如何办报纸"
"飞跃发展的解放区工商业","小雪","《正报》",1948,"第2卷 第40期","6-9","香港","小雪","飞跃发展的解放区工商业"
"埋在心脏里的炸药(海口通讯)","林木","《正报》",1948,"第3卷 第9期","18-19","香港","林木","埋在心脏里的炸药(海口通讯)"
"访问八十四个蒋俘(惠阳通讯)","鸟门","《正报》",1948,"第3卷 第1期","10-11，18","香港","鸟门","访问八十四个蒋俘(惠阳通讯)"
"向自由主义开火","饶燄","《正报》",1948,"第2卷 第28期","16-17","香港","饶燄","向自由主义开火"
"给“乡村教师”","先耀","《正报》",1948,"第3卷 第9期","26-27，11","香港","先耀","给“乡村教师”"
"桂东捷报:广西通讯","平凡","《正报》",1948,"第2卷 第26/27期","13-16","香港","平凡","桂东捷报:广西通讯"
"三打合水墟(高鹤通讯)","祝平","《正报》",1948,"第2卷 第26/27期","21","香港","祝平","三打合水墟(高鹤通讯)"
"走向胜利一定胜利!:一九四七年的广东形势","俞同","《正报》",1948,"第2卷 第19/20期","4-10","香港","俞同","走向胜利一定胜利!:一九四七年的广东形势"
"论战局的新形势","舒翰","《正报》",1948,"第2卷 第19/20期","16-19","香港","舒翰","论战局的新形势"
"宋粤内閧新演变","颜孙","《正报》",1948,"第3卷 第14期","18-19","香港","颜孫","宋粤内閧新演变"
"二五减租(集体游戏)","林朴","《正报》",1948,"第3卷 第14期","27-28","香港","林朴","二五减租(集体游戏)"
"一个村发动群众斗争的经验","滕明","《正报》",1948,"第3卷 第12期","14-16","香港","滕明","一个村发动群众斗争的经验"
"谨防暗算!","南青","《正报》",1948,"第2卷 第19/20期","40-41","香港","南青","谨防暗算!"
"我是拖车佬(海丰方言诗)","春草","《正报》",1948,"第2卷 第41期","27-29","香港","春草","我是拖车佬(海丰方言诗)"
"一些学习上的障碍:一个月的学习经验","北淑","《正报》",1948,"第3卷 第9期","21-22","香港","北淑","一些学习上的障碍:一个月的学习经验"
"TV宋“理整”沙田","闻挺","《正报》",1948,"第2卷 第38期","14-17","香港","闻挺","TV宋“理整”沙田"
"蒋朝空前的大洗劫","丹华","《正报》",1948,"第3卷 第4期","4-6","香港","丹华","蒋朝空前的大洗劫"
"保健模范马兴惠","秦和","《正报》",1948,"第3卷 第4期","11","香港","秦和","保健模范马兴惠"
"解放军的纪律教育","小云","《正报》",1948,"第2卷 第50期","11-14","香港","小云","解放军的纪律教育"
"民谣四首(潮洲方言)","林园","《正报》",1948,"第3卷 第13期","23","香港","林园","民谣四首(潮洲方言)"
"恭喜什么?","布公","《正报》",1948,"第2卷 第19/20期","43","香港","布公","恭喜什么?"
"不要光说","琳清","《正报》",1948,"第2卷 第38期","27","香港","琳清","不要光说"
"揭阳岭之战(潮汕通讯)","陈兵","《正报》",1948,"第2卷 第40期","20-21","香港","陈兵","揭阳岭之战(潮汕通讯)"
"综合报导:更猖狂的出卖","冰川","《正报》",1948,"第2卷 第25期","19-21","香港","冰川","综合报导:更猖狂的出卖"
"喻英奇拖尸回营(汕头通讯)","丘羚","《正报》",1948,"第2卷 第34期","11-12","香港","丘羚","喻英奇拖尸回营(汕头通讯)"
"女工阿兰:广州话朗诵诗","山涛","《正报》",1948,"第2卷 第30期","28","香港","山涛","女工阿兰:广州话朗诵诗"
"挖蒋根(集体游戏)","林朴","《正报》",1948,"第3卷 第13期","26-27","香港","林朴","挖蒋根(集体游戏)"
"琼崖土改概观(综合报导)","林枋","《正报》",1948,"第2卷 第43期","12-14","香港","林枋","琼崖土改概观(综合报导)"
"解放深__(海南通讯)","海涛","《正报》",1948,"第2卷 第26/27期","20","香港","海涛","解放深__(海南通讯)"
"战局一月:论东北战局","舒翰","《正报》",1948,"第2卷 第28期","9-12","香港","舒翰","战局一月:论东北战局"
"锦州与全局","舒翰","《正报》",1948,"第3卷 第12期","4-6","香港","舒翰","锦州与全局"
"阳春民武显威(阳春通讯)","海客","《正报》",1948,"第2卷 第30期","25-27","香港","海客","阳春民武显威(阳春通讯)"
"印报纸的诗","牛仔","《正报》",1948,"第2卷 第28期","26-27","香港","牛仔","印报纸的诗"
"青年文艺工作者的几个偏向","朱均","《正报》",1948,"第2卷 第45期","21-22","香港","朱均","青年文艺工作者的几个偏向"
"解放军怎样对待蒋俘","小云","《正报》",1948,"第2卷 第34期","13-17","香港","小云","解放军怎样对待蒋俘"
"第一次打入大城市(湛江通讯)","金宗","《正报》",1948,"第2卷 第50期","24-28","香港","金宗","第一次打入大城市(湛江通讯)"
"借榖斗争的展开(台山通讯)","林莾","《正报》",1948,"第2卷 第41期","24-25","香港","林莾","借榖斗争的展开(台山通讯)"
"我确信群众的智慧和创造力","李敏","《正报》",1948,"第2卷 第36期","15","香港","李敏","我确信群众的智慧和创造力"
"掌握胜利的南针:”目前形势和我们的任务“一个提要笔记:附图","新思","《正报》",1948,"第2卷 第21期","2-7","香港","新思","掌握胜利的南针:”目前形势和我们的任务“一个提要笔记:附图"
"一年来的香港文艺运动","孺子牛","《正报》",1948,"第2卷 第26/27期","39-41","香港","孺子牛","一年来的香港文艺运动"
"战局一月:解放军的大跃进","舒翰","《正报》",1948,"第2卷 第24期","2-4","香港","舒翰","战局一月:解放军的大跃进"
"人民的战斗英雄(解放区报导)","醒华","《正报》",1948,"第2卷 第24期","8","香港","醒华","人民的战斗英雄(解放区报导)"
"挖出个人主义的根苗","頴思","《正报》",1948,"第2卷 第30期","7-11","香港","頴思","挖出个人主义的根苗"
"申冤、诉苦的整军经验","莫平","《正报》",1948,"第2卷 第37期","18-19","香港","莫平","申冤、诉苦的整军经验"
"评“一个共产党员的改造”","马徒","《正报》",1948,"第2卷 第43期","20-22","香港","马徒","评“一个共产党员的改造”"
"广东之窗:战局的新跃进","舒翰","《正报》",1948,"第2卷 第42期","6-8","香港","舒翰","广东之窗:战局的新跃进"
"文艺短论:回到人民战斗的洪流去","陈闲","《正报》",1948,"第2卷 第21期","22","香港","陈闲","文艺短论:回到人民战斗的洪流去"
"工商业发展中几件大事(解放区报导)","小云","《正报》",1948,"第2卷 第44期","10-11","香港","小云","工商业发展中几件大事(解放区报导)"
"纠缠不清的问题解决了","林湘","《正报》",1948,"第2卷 第35期","27","香港","林湘","纠缠不清的问题解决了"
"丁大娘","士工","《正报》",1948,"第2卷 第29期","27","香港","士工","丁大娘"
"劣绅(潮州话)","阿仁","《正报》",1948,"第2卷 第25期","26","香港","阿仁","劣绅(潮州话)"
"从“万家灯火”看自己","坦波","《正报》",1948,"第3卷 第12期","26-27","香港","坦波","从“万家灯火”看自己"
"东南亚青年大会胜利闭幕","胡当","《正报》",1948,"第2卷 第30期","16","香港","胡当","东南亚青年大会胜利闭幕"
"目前广东工运中的几个问题:为建设民主的工会而奋斗","江子诚","《正报》",1946,"新 第9期","22-24，36","香港","江子诚","目前广东工运中的几个问题:为建设民主的工会而奋斗"
"生的伟大死的光荣:悼念关向应:全部队的好兄长","穆欣","《正报》",1946,"新 第10期","11-12","香港","穆欣","生的伟大死的光荣:悼念关向应:全部队的好兄长"
"苦难重重民心思变(十二月十八至廿六日)","项康","《正报》",1946,"第20期","15","香港","项康","苦难重重民心思变(十二月十八至廿六日)"
"失业军官的怨愤","成城","《正报》",1946,"第20期","26-27","香港","成城","失业军官的怨愤"
"时评:杀人血账","张睦","《正报》",1946,"第15期","7","香港","张睦","时评:杀人血账"
"张发奎如此“谢罪”(桂林通讯)","香泉","《正报》",1946,"第16期","10-11","香港","香泉","张发奎如此“谢罪”(桂林通讯)"
"农民翻身风光好","徐玉","《正报》",1946,"第14期","9-10","香港","徐玉","农民翻身风光好"
"姜逆鹏飞叛国殃民始未:哈尔滨暴动大阴谋的总揭发","杨赓","《正报》",1946,"新 第7期","8-9","香港","杨赓","姜逆鹏飞叛国殃民始未:哈尔滨暴动大阴谋的总揭发"
"论新的人生观(上)","黄安思","《正报》",1946,"新 第4期","17-18","香港","黄安思","论新的人生观(上)"
"殖民地的阴影(十一月六日至十二日)","项康","《正报》",1946,"第14期","13","香港","项康","殖民地的阴影(十一月六日至十二日)"
"中国四大家族:(二)金融独占的地位与财富集中的速度","陈伯达","《正报》",1946,"第19期","7-10","香港","陈伯达","中国四大家族:(二)金融独占的地位与财富集中的速度"
"琐谈国民党军队","平野","《正报》",1946,"新 第8期","6-8","香港","平野","琐谈国民党军队"
"朱学范在香港","江风","《正报》",1946,"第17期","9","香港","江风","朱学范在香港"
"不如意事","黄安思","《正报》",1946,"新 第1期","16-17","香港","黄安思","不如意事"
"长胜将军纵谈战局:刘伯承将军访问记","朱穆之","《正报》",1946,"第16期","6-8","香港","朱穆之","长胜将军纵谈战局:刘伯承将军访问记"
"制止特务在港横行!","达生","《正报》",1946,"第11期","6","香港","达生","制止特务在港横行!"
"像?不像!(十一月廿七日至十二月二日)","崔嵬","《正报》",1946,"第17期","16","香港","崔嵬","像?不像!(十一月廿七日至十二月二日)"
"两个运动中间该做什么:献给人民团体之五","星星","《正报》",1946,"第18期","10-11","香港","星星","两个运动中间该做什么:献给人民团体之五"
"满洲山水人物","周而__","《正报》",1946,"新 第2期","13-14，16","香港","周而__","满洲山水人物"
"反动派的“开刀”政策","醒华","《正报》",1946,"新 第2期","15","香港","醒华","反动派的“开刀”政策"
"我所知道的“优先”","江风","《正报》",1946,"新 第8期","16","香港","江风","我所知道的“优先”"
"吾人不能坐视","彭浩","《正报》",1946,"第11期","10","香港","彭浩","吾人不能坐视"
"“三个天地”(河内通讯)","华越","《正报》",1946,"第11期","17-18","香港","华越","“三个天地”(河内通讯)"
"庆祝人民军队的创造者:朱总司令玉阶同志六十大寿","吴玉章","《正报》",1946,"第17期","10-11","香港","吴玉章","庆祝人民军队的创造者:朱总司令玉阶同志六十大寿"
"人民苦难又加深(十月廿九至十一月五日)","项康","《正报》",1946,"第13期","14","香港","项康","人民苦难又加深(十月廿九至十一月五日)"
"“国大”的花样(十九日至廿六日)","崔嵬","《正报》",1946,"第16期","12","香港","崔嵬","“国大”的花样(十九日至廿六日)"
"湄南风雨(曼谷通讯)","叶萌","《正报》",1946,"第15期","12-13","香港","叶萌","湄南风雨(曼谷通讯)"
"“民意”","俞同","《正报》",1946,"新 第1期","15","香港","俞同","“民意”"
"蒋军后方的南通","胡郁天","《正报》",1946,"新 第9期","32","香港","胡郁天","蒋军后方的南通"
"“匪患”两面","方敏","《正报》",1946,"第15期","7-8","香港","方敏","“匪患”两面"
"民族压迫的枷锁又重新被扣回去了!","陈潮","《正报》",1946,"第11期","9","香港","陈潮","民族压迫的枷锁又重新被扣回去了!"
"时评:“确立政府威信”","崔明","《正报》",1946,"第12期","10","香港","崔明","时评:“确立政府威信”"
"互有进退的战局","李超","《正报》",1946,"新 第7期","13，20","香港","李超","互有进退的战局"
"以土匪“维持“治安","方敏","《正报》",1946,"第14期","10-11","香港","方敏","以土匪“维持“治安"
"一切为了长期独裁(十一月五日至十二日)","崔嵬","《正报》",1946,"第14期","11-12","香港","崔嵬","一切为了长期独裁(十一月五日至十二日)"
"大笑话","崔明","《正报》",1946,"第14期","11-12","香港","崔明","大笑话"
"蒋军的猫腻:苏皖解放区三个月自卫战争纪实","许诺","《正报》",1946,"第12期","6-7","香港","许诺","蒋军的猫腻:苏皖解放区三个月自卫战争纪实"
"琼崖独立纵队半年自卫战简述","罗盈","《正报》",1946,"第14期","4","香港","罗盈","琼崖独立纵队半年自卫战简述"
"和平幻想应从此断(十月十五至廿二日)","崔嵬","《正报》",1946,"第11期","4-5","香港","崔嵬","和平幻想应从此断(十月十五至廿二日)"
"珠江三角洲人民子弟兵的抗战史","公曼","《正报》",1946,"新 第1期","25-26","香港","公曼","珠江三角洲人民子弟兵的抗战史"
"韬奋先生在东江时","江洋","《正报》",1946,"新 第1期","13-14","香港","江洋","韬奋先生在东江时"
"杀人犯统治之例","俞同","《正报》",1946,"新 第2期","9","香港","俞同","杀人犯统治之例"
"打扫好围村过中秋","夏枫","《正报》",1946,"新 第2期","18-19","香港","夏枫","打扫好围村过中秋"
"人民的力量是无尽的宝藏:反抢粮斗争的一幕","夏枫","《正报》",1946,"新 第1期","27，22","香港","夏枫","人民的力量是无尽的宝藏:反抢粮斗争的一幕"
"又一笔血债","钱俊瑞","《正报》",1946,"新 第1期","12","香港","钱俊瑞","又一笔血债"
"危楼细语","柳梢月","《正报》",1946,"新 第1期","19","香港","柳梢月","危楼细语"
"谁在“反美”?","俞同","《正报》",1946,"新 第1期","8","香港","俞同","谁在“反美”?"
"又是阴谋的先兆","方敏","《正报》",1946,"第20期","7-8","香港","方敏","又是阴谋的先兆"
"中国四大家族","陈伯达","《正报》",1946,"第18期","5-7","香港","陈伯达","中国四大家族"
"上海摊贩惨案幕内幕外","方兴","《正报》",1946,"第18期","8-10","香港","方兴","上海摊贩惨案幕内幕外"
"为民主光明的前途祝玉阶先生寿","陈铭枢","《正报》",1946,"第17期","12","香港","陈铭枢","为民主光明的前途祝玉阶先生寿"
"画梅花一幅贺朱总司令寿","何香凝","《正报》",1946,"第17期","13","香港","何香凝","画梅花一幅贺朱总司令寿"
"十一万蒋军的歼灭","黄明","《正报》",1946,"第18期","13","香港","黄明","十一万蒋军的歼灭"
"和谈何事又粉传?(十二月三日至十日)","崔嵬","《正报》",1946,"第18期","15","香港","崔嵬","和谈何事又粉传?(十二月三日至十日)"
"学徒生活","麦浪场","《正报》",1946,"第18期","18-19","香港","麦浪场","学徒生活"
"三征交迫下的中山","杨伙","《正报》",1946,"第19期","12-13","香港","杨伙","三征交迫下的中山"
"略论目前战局","星星","《正报》",1946,"新 第9期","4-6","香港","星星","略论目前战局"
"新闻背后漫步","柳梢月","《正报》",1946,"新 第2期","19","香港","柳梢月","新闻背后漫步"
"揭穿美帝国主义的欺骗:一九四六年的国际总结","乔木","《正报》",1946,"第20期","3-6","香港","乔木","揭穿美帝国主义的欺骗:一九四六年的国际总结"
"十日时事纵横谈:只有走“武力决赛”之途?","李超","《正报》",1946,"新 第4期","10-11","香港","李超","十日时事纵横谈:只有走“武力决赛”之途?"
"珠江三角洲人民子弟兵的抗战史","公曼","《正报》",1946,"新 第4期","19-20","香港","公曼","珠江三角洲人民子弟兵的抗战史"
"一党“国大”纵横谈","俞同","《正报》",1946,"第20期","10-14","香港","俞同","一党“国大”纵横谈"
"“迷底”揭穿了","崔明","《正报》",1946,"第18期","14","香港","崔明","“迷底”揭穿了"
"“天下第一军”的毁减","金沙","《正报》",1946,"新 第10期","18","香港","金沙","“天下第一军”的毁减"
"回忆双十二","申伯纯","《正报》",1946,"第19期","3-6","香港","申伯纯","回忆双十二"
"看粤省明年度预算","方敏","《正报》",1946,"第19期","14-15","香港","方敏","看粤省明年度预算"
"蒋介石应当爱国","陈伯达","《正报》",1946,"新 第1期","3-4","香港","陈伯达","蒋介石应当爱国"
"南京的歪风","长江","《正报》",1946,"新 第1期","9","香港","长江","南京的歪风"
